date,temperature,rainfall,humidity,wind_speed,year,month,season,frost_risk
2020-05-07,12.48,0.3,56.21,9.01,2020,5,Spring,0
2020-05-08,14.28,0.0,52.25,8.13,2020,5,Spring,0
2020-05-09,14.68,5.3,57.04,6.0,2020,5,Spring,0
2020-05-10,14.14,1.5,63.62,6.79,2020,5,Spring,0
2020-05-11,14.35,0.8,64.58,6.15,2020,5,Spring,0
2020-05-12,14.28,0.8,68.54,6.66,2020,5,Spring,0
2020-05-13,14.07,0.8,71.17,5.28,2020,5,Spring,0
2020-05-14,13.99,2.6,72.12,4.83,2020,5,Spring,0
2020-05-15,15.49,0.1,57.08,7.46,2020,5,Spring,0
2020-05-16,16.18,0.0,55.0,7.55,2020,5,Spring,0
2020-05-17,16.43,0.0,49.25,6.26,2020,5,Spring,0
2020-05-18,15.1,0.6,44.12,7.2,2020,5,Spring,0
2020-05-19,14.48,0.0,40.0,7.38,2020,5,Spring,0
2020-05-20,16.22,0.0,38.54,7.56,2020,5,Spring,0
2020-05-21,18.64,0.0,37.92,9.7,2020,5,Spring,0
2020-05-22,19.66,0.0,36.92,8.58,2020,5,Spring,0
2020-05-23,18.25,0.4,42.29,6.83,2020,5,Spring,0
2020-05-24,18.47,0.1,40.04,8.66,2020,5,Spring,0
2020-05-25,19.72,0.0,40.42,9.91,2020,5,Spring,0
2020-05-26,19.01,0.0,43.29,8.16,2020,5,Spring,0
2020-05-27,18.44,0.7,44.83,6.16,2020,5,Spring,0
2020-05-28,18.01,1.2,49.33,6.06,2020,5,Spring,0
2020-05-29,15.02,9.7,71.21,5.88,2020,5,Spring,0
2020-05-30,13.78,7.8,82.0,4.81,2020,5,Spring,0
2020-05-31,12.97,7.0,83.33,4.29,2020,5,Spring,0
2020-06-01,12.76,8.0,84.54,4.82,2020,6,Monsoon,0
2020-06-02,13.31,1.4,76.0,4.8,2020,6,Monsoon,0
2020-06-03,14.3,1.8,75.08,4.0,2020,6,Monsoon,0
2020-06-04,14.34,5.0,72.67,4.09,2020,6,Monsoon,0
2020-06-05,13.54,8.0,83.38,3.8,2020,6,Monsoon,0
2020-06-06,13.75,1.9,80.46,4.96,2020,6,Monsoon,0
2020-06-07,14.58,10.3,84.75,4.79,2020,6,Monsoon,0
2020-06-08,15.97,0.9,78.38,5.03,2020,6,Monsoon,0
2020-06-09,17.0,0.7,74.17,6.33,2020,6,Monsoon,0
2020-06-10,17.48,1.0,74.58,6.85,2020,6,Monsoon,0
2020-06-11,17.95,0.0,69.46,6.81,2020,6,Monsoon,0
2020-06-12,18.12,0.0,67.33,7.55,2020,6,Monsoon,0
2020-06-13,18.18,0.3,69.25,6.87,2020,6,Monsoon,0
2020-06-14,18.37,0.4,66.5,6.88,2020,6,Monsoon,0
2020-06-15,18.28,0.0,58.71,8.15,2020,6,Monsoon,0
2020-06-16,18.68,0.0,58.25,7.64,2020,6,Monsoon,0
2020-06-17,17.98,1.8,74.21,6.9,2020,6,Monsoon,0
2020-06-18,18.87,0.7,70.62,7.92,2020,6,Monsoon,0
2020-06-19,18.81,0.9,67.88,7.53,2020,6,Monsoon,0
2020-06-20,18.36,0.7,70.46,7.53,2020,6,Monsoon,0
2020-06-21,17.53,2.6,78.92,6.38,2020,6,Monsoon,0
2020-06-22,17.18,2.5,83.92,4.54,2020,6,Monsoon,0
2020-06-23,17.7,2.7,86.58,4.98,2020,6,Monsoon,0
2020-06-24,17.3,4.9,88.25,4.5,2020,6,Monsoon,0
2020-06-25,17.32,0.4,83.79,6.16,2020,6,Monsoon,0
2020-06-26,17.22,0.9,79.46,6.31,2020,6,Monsoon,0
2020-06-27,18.41,0.0,73.0,7.62,2020,6,Monsoon,0
2020-06-28,18.99,0.0,71.71,7.59,2020,6,Monsoon,0
2020-06-29,18.97,2.7,72.38,5.95,2020,6,Monsoon,0
2020-06-30,18.19,3.2,79.04,5.68,2020,6,Monsoon,0
2020-07-01,17.83,4.7,89.46,5.7,2020,7,Monsoon,0
2020-07-02,18.53,3.3,84.92,6.82,2020,7,Monsoon,0
2020-07-03,18.82,4.2,81.17,6.62,2020,7,Monsoon,0
2020-07-04,18.24,10.0,85.75,5.82,2020,7,Monsoon,0
2020-07-05,16.97,2.4,80.92,5.4,2020,7,Monsoon,0
2020-07-06,17.24,5.7,81.25,4.48,2020,7,Monsoon,0
2020-07-07,17.35,4.5,88.08,4.12,2020,7,Monsoon,0
2020-07-08,17.22,8.1,93.58,2.44,2020,7,Monsoon,0
2020-07-09,18.1,2.8,88.46,4.32,2020,7,Monsoon,0
2020-07-10,18.04,2.0,85.62,7.7,2020,7,Monsoon,0
2020-07-11,17.68,1.9,88.29,7.06,2020,7,Monsoon,0
2020-07-12,17.4,3.4,85.5,5.39,2020,7,Monsoon,0
2020-07-13,17.63,0.0,80.46,6.38,2020,7,Monsoon,0
2020-07-14,17.96,1.5,83.29,5.82,2020,7,Monsoon,0
2020-07-15,17.66,5.2,91.21,4.65,2020,7,Monsoon,0
2020-07-16,17.35,3.0,89.46,3.78,2020,7,Monsoon,0
2020-07-17,18.02,3.2,88.38,3.75,2020,7,Monsoon,0
2020-07-18,18.26,3.8,88.88,5.35,2020,7,Monsoon,0
2020-07-19,18.38,2.4,87.83,5.88,2020,7,Monsoon,0
2020-07-20,17.48,6.5,86.58,6.67,2020,7,Monsoon,0
2020-07-21,14.89,21.0,91.54,3.9,2020,7,Monsoon,0
2020-07-22,15.24,3.5,87.54,3.96,2020,7,Monsoon,0
2020-07-23,15.84,4.8,85.83,4.65,2020,7,Monsoon,0
2020-07-24,16.95,9.0,87.75,4.09,2020,7,Monsoon,0
2020-07-25,16.47,8.9,91.83,3.91,2020,7,Monsoon,0
2020-07-26,17.4,2.6,87.0,4.06,2020,7,Monsoon,0
2020-07-27,17.68,3.5,88.71,6.55,2020,7,Monsoon,0
2020-07-28,17.67,10.3,93.79,6.82,2020,7,Monsoon,0
2020-07-29,17.43,31.2,94.12,5.33,2020,7,Monsoon,0
2020-07-30,17.05,9.0,91.5,3.49,2020,7,Monsoon,0
2020-07-31,16.93,8.6,94.21,3.91,2020,7,Monsoon,0
2020-08-01,17.15,2.7,90.04,4.9,2020,8,Monsoon,0
2020-08-02,17.14,3.3,91.04,6.21,2020,8,Monsoon,0
2020-08-03,17.85,7.7,87.12,6.53,2020,8,Monsoon,0
2020-08-04,18.25,0.0,80.67,5.27,2020,8,Monsoon,0
2020-08-05,18.62,2.1,84.88,3.47,2020,8,Monsoon,0
2020-08-06,18.76,2.1,80.75,6.65,2020,8,Monsoon,0
2020-08-07,17.91,6.2,91.38,3.38,2020,8,Monsoon,0
2020-08-08,18.68,4.1,87.29,5.5,2020,8,Monsoon,0
2020-08-09,18.27,15.5,93.5,4.34,2020,8,Monsoon,0
2020-08-10,17.73,5.1,94.54,4.06,2020,8,Monsoon,0
2020-08-11,17.42,3.6,95.75,4.05,2020,8,Monsoon,0
2020-08-12,17.42,55.0,93.46,5.32,2020,8,Monsoon,0
2020-08-13,17.59,22.8,93.46,3.33,2020,8,Monsoon,0
2020-08-14,17.67,11.6,94.12,4.13,2020,8,Monsoon,0
2020-08-15,17.9,2.4,89.79,3.99,2020,8,Monsoon,0
2020-08-16,17.88,5.4,89.62,4.65,2020,8,Monsoon,0
2020-08-17,17.95,6.2,91.08,4.18,2020,8,Monsoon,0
2020-08-18,17.82,5.2,93.29,3.58,2020,8,Monsoon,0
2020-08-19,17.82,6.5,94.42,4.85,2020,8,Monsoon,0
2020-08-20,16.89,8.6,87.96,4.02,2020,8,Monsoon,0
2020-08-21,15.78,21.3,89.46,4.58,2020,8,Monsoon,0
2020-08-22,17.03,1.3,84.83,7.37,2020,8,Monsoon,0
2020-08-23,16.96,5.5,91.12,5.14,2020,8,Monsoon,0
2020-08-24,17.27,8.4,93.25,3.8,2020,8,Monsoon,0
2020-08-25,16.83,40.5,94.04,3.14,2020,8,Monsoon,0
2020-08-26,17.18,16.8,94.83,3.12,2020,8,Monsoon,0
2020-08-27,16.76,26.6,97.17,4.01,2020,8,Monsoon,0
2020-08-28,16.34,16.7,93.33,3.39,2020,8,Monsoon,0
2020-08-29,16.27,8.6,92.83,3.84,2020,8,Monsoon,0
2020-08-30,16.95,4.8,88.04,3.22,2020,8,Monsoon,0
2020-08-31,17.31,3.2,86.42,4.35,2020,8,Monsoon,0
2020-09-01,17.08,1.0,87.12,4.62,2020,9,Monsoon,0
2020-09-02,17.32,1.6,88.21,4.13,2020,9,Monsoon,0
2020-09-03,16.62,6.3,93.96,2.98,2020,9,Monsoon,0
2020-09-04,16.24,5.3,95.0,3.25,2020,9,Monsoon,0
2020-09-05,16.06,6.7,92.5,3.83,2020,9,Monsoon,0
2020-09-06,15.84,5.7,93.75,3.6,2020,9,Monsoon,0
2020-09-07,15.99,4.4,91.79,4.13,2020,9,Monsoon,0
2020-09-08,16.25,0.3,84.42,5.21,2020,9,Monsoon,0
2020-09-09,16.3,0.0,83.08,5.8,2020,9,Monsoon,0
2020-09-10,15.82,0.0,83.71,5.92,2020,9,Monsoon,0
2020-09-11,15.63,0.0,82.04,5.41,2020,9,Monsoon,0
2020-09-12,15.86,1.0,82.58,5.2,2020,9,Monsoon,0
2020-09-13,15.89,3.2,90.92,4.19,2020,9,Monsoon,0
2020-09-14,15.7,0.4,88.04,5.38,2020,9,Monsoon,0
2020-09-15,16.47,0.0,81.79,6.06,2020,9,Monsoon,0
2020-09-16,16.95,0.0,83.0,7.66,2020,9,Monsoon,0
2020-09-17,16.76,0.0,83.75,7.57,2020,9,Monsoon,0
2020-09-18,16.31,0.0,76.5,6.87,2020,9,Monsoon,0
2020-09-19,15.53,0.0,77.04,5.94,2020,9,Monsoon,0
2020-09-20,15.68,0.3,78.71,4.92,2020,9,Monsoon,0
2020-09-21,16.62,1.6,80.5,4.01,2020,9,Monsoon,0
2020-09-22,15.97,1.1,88.04,4.92,2020,9,Monsoon,0
2020-09-23,15.75,1.3,86.88,4.76,2020,9,Monsoon,0
2020-09-24,15.52,0.0,86.38,6.56,2020,9,Monsoon,0
2020-09-25,15.54,0.0,75.92,8.16,2020,9,Monsoon,0
2020-09-26,14.16,1.2,69.58,5.83,2020,9,Monsoon,0
2020-09-27,14.17,0.0,63.88,6.29,2020,9,Monsoon,0
2020-09-28,14.14,0.0,66.75,6.21,2020,9,Monsoon,0
2020-09-29,14.02,0.1,69.0,6.13,2020,9,Monsoon,0
2020-09-30,14.21,0.0,67.08,6.25,2020,9,Monsoon,0
2020-10-01,14.53,0.0,61.0,6.15,2020,10,Autumn,0
2020-10-02,14.37,0.0,62.46,5.92,2020,10,Autumn,0
2020-10-03,14.2,0.0,67.38,5.17,2020,10,Autumn,0
2020-10-04,14.4,0.2,69.29,5.34,2020,10,Autumn,0
2020-10-05,14.32,0.0,63.58,6.09,2020,10,Autumn,0
2020-10-06,14.28,0.0,59.54,5.81,2020,10,Autumn,0
2020-10-07,14.0,0.0,61.33,5.22,2020,10,Autumn,0
2020-10-08,14.01,0.0,63.0,5.12,2020,10,Autumn,0
2020-10-09,13.99,0.0,66.08,5.0,2020,10,Autumn,0
2020-10-10,14.28,0.0,67.04,4.89,2020,10,Autumn,0
2020-10-11,14.25,0.0,65.62,4.81,2020,10,Autumn,0
2020-10-12,14.22,0.3,69.04,4.27,2020,10,Autumn,0
2020-10-13,13.55,1.7,78.54,3.66,2020,10,Autumn,0
2020-10-14,13.88,0.0,73.25,4.3,2020,10,Autumn,0
2020-10-15,13.62,0.0,69.75,4.79,2020,10,Autumn,0
2020-10-16,13.21,0.0,66.29,4.38,2020,10,Autumn,0
2020-10-17,12.95,0.0,64.71,4.73,2020,10,Autumn,0
2020-10-18,12.51,0.0,62.88,5.5,2020,10,Autumn,0
2020-10-19,13.1,0.0,58.88,5.3,2020,10,Autumn,0
2020-10-20,12.07,0.0,60.79,5.19,2020,10,Autumn,0
2020-10-21,11.51,0.0,51.04,5.86,2020,10,Autumn,0
2020-10-22,10.81,0.1,46.0,5.8,2020,10,Autumn,0
2020-10-23,10.97,0.0,56.33,5.13,2020,10,Autumn,0
2020-10-24,10.84,0.7,64.38,4.42,2020,10,Autumn,0
2020-10-25,11.0,0.0,56.62,4.52,2020,10,Autumn,0
2020-10-26,10.02,0.0,48.58,7.2,2020,10,Autumn,0
2020-10-27,9.73,0.0,52.79,5.2,2020,10,Autumn,0
2020-10-28,10.15,0.0,54.54,5.07,2020,10,Autumn,0
2020-10-29,9.65,0.1,58.79,5.2,2020,10,Autumn,0
2020-10-30,9.86,0.8,58.71,5.4,2020,10,Autumn,0
2020-10-31,10.55,1.5,63.88,5.85,2020,10,Autumn,0
2020-11-01,10.54,1.8,71.12,4.42,2020,11,Autumn,0
2020-11-02,9.53,2.6,71.12,4.14,2020,11,Autumn,0
2020-11-03,9.31,1.4,67.29,3.95,2020,11,Autumn,0
2020-11-04,9.29,0.5,62.88,4.88,2020,11,Autumn,0
2020-11-05,8.91,0.0,61.75,5.81,2020,11,Autumn,0
2020-11-06,8.26,0.0,52.5,6.7,2020,11,Autumn,0
2020-11-07,8.14,0.0,53.46,6.83,2020,11,Autumn,0
2020-11-08,8.17,0.0,57.83,4.92,2020,11,Autumn,0
2020-11-09,8.48,0.0,67.46,4.59,2020,11,Autumn,0
2020-11-10,9.1,0.0,69.33,4.42,2020,11,Autumn,0
2020-11-11,8.82,0.2,70.62,4.35,2020,11,Autumn,0
2020-11-12,8.65,0.0,67.96,4.23,2020,11,Autumn,0
2020-11-13,8.86,0.0,65.75,4.16,2020,11,Autumn,0
2020-11-14,7.93,0.0,72.54,3.84,2020,11,Autumn,0
2020-11-15,7.49,4.6,64.38,5.84,2020,11,Autumn,0
2020-11-16,5.02,6.5,77.46,7.6,2020,11,Autumn,0
2020-11-17,5.12,0.0,75.12,4.44,2020,11,Autumn,0
2020-11-18,5.45,0.6,73.58,4.65,2020,11,Autumn,0
2020-11-19,4.06,0.9,75.0,4.48,2020,11,Autumn,0
2020-11-20,4.15,0.0,69.92,5.34,2020,11,Autumn,0
2020-11-21,3.32,0.0,69.33,5.22,2020,11,Autumn,0
2020-11-22,4.56,0.0,58.12,4.51,2020,11,Autumn,0
2020-11-23,4.51,2.2,64.21,6.39,2020,11,Autumn,0
2020-11-24,5.55,0.0,65.17,5.55,2020,11,Autumn,0
2020-11-25,4.79,14.6,69.29,8.2,2020,11,Autumn,0
2020-11-26,2.9,12.0,82.75,8.6,2020,11,Autumn,0
2020-11-27,5.3,0.0,57.62,5.03,2020,11,Autumn,0
2020-11-28,6.37,0.0,42.83,5.47,2020,11,Autumn,0
2020-11-29,7.48,0.0,52.29,3.79,2020,11,Autumn,0
2020-11-30,7.51,0.0,56.88,4.1,2020,11,Autumn,0
2020-12-01,7.68,0.0,61.58,4.98,2020,12,Winter,0
2020-12-02,8.22,0.0,55.67,6.72,2020,12,Winter,0
2020-12-03,7.78,0.0,53.79,4.4,2020,12,Winter,0
2020-12-04,5.99,0.0,62.0,4.35,2020,12,Winter,0
2020-12-05,6.53,0.1,54.12,3.75,2020,12,Winter,0
2020-12-06,6.84,0.6,62.67,4.38,2020,12,Winter,0
2020-12-07,6.25,0.0,60.5,6.21,2020,12,Winter,0
2020-12-08,8.09,0.0,51.96,3.98,2020,12,Winter,0
2020-12-09,7.06,0.0,62.08,4.16,2020,12,Winter,0
2020-12-10,6.51,0.2,63.5,4.1,2020,12,Winter,0
2020-12-11,6.06,0.1,58.58,5.03,2020,12,Winter,0
2020-12-12,4.2,11.8,73.58,6.16,2020,12,Winter,0
2020-12-13,2.95,0.0,77.17,4.74,2020,12,Winter,0
2020-12-14,2.7,0.0,66.5,4.38,2020,12,Winter,0
2020-12-15,1.99,0.0,65.29,4.33,2020,12,Winter,0
2020-12-16,0.69,0.0,66.38,4.58,2020,12,Winter,0
2020-12-17,1.19,0.0,59.54,4.61,2020,12,Winter,0
2020-12-18,1.37,0.0,38.08,4.47,2020,12,Winter,0
2020-12-19,3.31,0.0,35.46,5.33,2020,12,Winter,0
2020-12-20,6.22,0.0,32.42,6.14,2020,12,Winter,0
2020-12-21,6.76,0.0,39.67,5.1,2020,12,Winter,0
2020-12-22,4.3,0.0,55.04,4.12,2020,12,Winter,0
2020-12-23,3.72,0.0,55.5,3.64,2020,12,Winter,0
2020-12-24,2.17,0.0,59.17,4.58,2020,12,Winter,0
2020-12-25,2.84,0.0,56.46,4.31,2020,12,Winter,0
2020-12-26,3.72,0.0,42.67,4.7,2020,12,Winter,0
2020-12-27,2.25,2.9,43.29,8.29,2020,12,Winter,0
2020-12-28,-1.58,6.0,86.25,5.86,2020,12,Winter,1
2020-12-29,-1.63,0.4,79.88,5.91,2020,12,Winter,1
2020-12-30,-0.39,0.0,74.96,4.75,2020,12,Winter,1
2020-12-31,2.57,0.0,42.17,3.95,2020,12,Winter,0
2021-01-01,3.71,0.0,44.5,3.33,2021,1,Winter,0
2021-01-02,3.68,1.2,43.5,6.43,2021,1,Winter,0
2021-01-03,5.46,4.1,63.79,8.02,2021,1,Winter,0
2021-01-04,5.62,1.4,73.38,6.04,2021,1,Winter,0
2021-01-05,4.2,21.5,81.62,13.24,2021,1,Winter,0
2021-01-06,4.88,7.4,77.71,7.05,2021,1,Winter,0
2021-01-07,3.49,0.0,77.92,4.9,2021,1,Winter,0
2021-01-08,4.28,0.0,50.79,6.08,2021,1,Winter,0
2021-01-09,4.91,0.6,61.75,6.84,2021,1,Winter,0
2021-01-10,4.55,0.0,71.54,4.63,2021,1,Winter,0
2021-01-11,3.93,0.0,50.42,3.98,2021,1,Winter,0
2021-01-12,3.37,0.0,44.04,4.61,2021,1,Winter,0
2021-01-13,5.02,0.0,36.25,5.02,2021,1,Winter,0
2021-01-14,4.45,0.0,48.0,3.87,2021,1,Winter,0
2021-01-15,6.04,0.0,50.5,4.35,2021,1,Winter,0
2021-01-16,4.66,0.0,52.79,5.25,2021,1,Winter,0
2021-01-17,4.0,0.0,61.92,4.69,2021,1,Winter,0
2021-01-18,3.56,0.0,64.96,4.02,2021,1,Winter,0
2021-01-19,3.65,0.0,63.88,5.16,2021,1,Winter,0
2021-01-20,3.97,0.0,50.79,7.94,2021,1,Winter,0
2021-01-21,4.2,0.0,45.54,6.39,2021,1,Winter,0
2021-01-22,5.43,0.0,48.5,3.44,2021,1,Winter,0
2021-01-23,3.9,2.6,64.71,9.04,2021,1,Winter,0
2021-01-24,1.66,2.2,80.21,5.09,2021,1,Winter,0
2021-01-25,1.74,0.0,77.12,4.07,2021,1,Winter,0
2021-01-26,1.79,0.0,78.79,4.21,2021,1,Winter,0
2021-01-27,1.65,0.0,72.54,4.86,2021,1,Winter,0
2021-01-28,1.05,0.2,70.62,4.36,2021,1,Winter,0
2021-01-29,0.41,0.1,72.25,5.02,2021,1,Winter,0
2021-01-30,2.14,0.0,55.54,5.15,2021,1,Winter,0
2021-01-31,1.8,0.0,57.83,4.94,2021,1,Winter,0
2021-02-01,4.72,0.0,52.25,5.17,2021,2,Winter,0
2021-02-02,3.86,0.0,56.04,5.58,2021,2,Winter,0
2021-02-03,2.46,11.2,70.12,8.55,2021,2,Winter,0
